date,code,close,pbMRQ,isST,ave_close,ave_pbMRQ,code_name,totalShare,marketCapitalization
2018-05-31,sz.000100,3.11,1.354757,0,3.178,1.3843784,TCL科技,13514972063.0,42950581216.214
2018-06-07,sz.000100,3.18,1.38525,0,3.158,1.3756663999999998,TCL科技,13514972063.0,42680281774.954
2018-06-14,sz.000100,3.08,1.341688,0,3.12,1.3591128,TCL科技,13514972063.0,42166712836.560005
2018-06-22,sz.000100,2.8,1.219717,0,2.8819999999999997,1.255437,TCL科技,13514972063.0,38950149485.565994
2018-06-29,sz.000100,2.9,1.2632780000000001,0,2.83,1.232785,TCL科技,13514972063.0,38247370938.29
2018-04-10,sz.000503,42.08,30.026870000000002,0,42.666000000000004,30.445019800000004,国新健康,898822204.0,38349148155.864006
2018-04-17,sz.000503,41.63,29.705765000000003,0,42.324,30.2009802,国新健康,898822204.0,38041750962.096
2018-04-24,sz.000503,38.39,25.858678,0,39.224,27.38079,国新健康,898822204.0,35255402129.696
2018-05-03,sz.000503,40.49,27.273193,0,40.29,27.138477,国新健康,898822204.0,36213546599.159996
2018-05-10,sz.000503,41.65,28.054544,0,40.861999999999995,27.523764,国新健康,898822204.0,36727672899.84799
2018-05-17,sz.000503,41.5,27.953507000000002,0,41.45399999999999,27.9225224,国新健康,898822204.0,37259775644.616
2018-05-24,sz.000503,42.98,28.950403,0,42.11600000000001,28.368431200000003,国新健康,898822204.0,37854795943.66401
2018-05-31,sz.000503,37.48,25.245722,0,38.774,26.1173324,国新健康,898822204.0,34850932137.896
2018-06-07,sz.000503,38.81,26.141581,0,37.366,25.168933600000006,国新健康,898822204.0,33585390474.664
2018-06-14,sz.000503,37.24,25.084063,0,37.586,25.317121,国新健康,898822204.0,33783131359.544
2018-06-22,sz.000503,30.77,20.726010000000002,0,31.676,21.336272200000003,国新健康,898822204.0,28471092133.904
2018-06-29,sz.000503,31.78,21.406323999999998,0,30.48200000000001,20.532019199999997,国新健康,898822204.0,27397898422.32801
2018-04-10,sz.000586,13.94,11.362944,0,14.157999999999998,11.5719322,汇源通信,193440000.0,2738723519.9999995
2018-04-17,sz.000586,11.37,9.268054,0,12.876,10.4956428,汇源通信,193440000.0,2490733440.0
2018-04-24,sz.000586,9.95,8.110566,0,10.185999999999998,8.302937,汇源通信,193440000.0,1970379839.9999998
2018-05-03,sz.000586,10.98,9.121449,0,10.464000000000002,8.630044400000001,汇源通信,193440000.0,2024156160.0000005
2018-05-10,sz.000586,11.48,9.536816,0,10.910000000000002,9.063298,汇源通信,193440000.0,2110430400.0000005
2018-05-17,sz.000586,14.41,11.970863,0,12.624,10.4871742,汇源通信,193440000.0,2441986560.0
2018-05-24,sz.000586,12.86,10.683227,0,14.095999999999998,11.7100132,汇源通信,193440000.0,2726730239.9999995
2018-05-31,sz.000586,11.72,9.736191999999999,0,12.4,10.301090199999999,汇源通信,193440000.0,2398656000.0
2018-06-07,sz.000586,12.19,10.126636,0,12.175999999999998,10.1150056,汇源通信,193440000.0,2355325439.9999995
2018-06-14,sz.000586,13.27,11.023828,0,13.244000000000002,11.0022288,汇源通信,193440000.0,2561919360.0000005
2018-06-22,sz.000586,11.08,9.204522,0,11.714,9.731207,汇源通信,193440000.0,2265956160.0
2018-06-29,sz.000586,10.75,8.93038,0,10.732,8.9154272,汇源通信,193440000.0,2075998079.9999998
2018-04-10,sz.000733,13.54,1.527009,0,13.852,1.5621952,振华科技,469342218.0,6501328403.736
2018-04-17,sz.000733,13.04,1.474665,0,13.466,1.5194721999999998,振华科技,469342218.0,6320162307.587999
2018-04-24,sz.000733,15.02,1.698578,0,14.492,1.6388678,振华科技,469342218.0,6801707423.2560005
2018-05-03,sz.000733,15.03,1.665459,0,14.915999999999999,1.6595674000000002,振华科技,469342218.0,7000708523.688
2018-05-10,sz.000733,14.49,1.6056219999999999,0,14.746,1.6339894,振华科技,469342218.0,6920920346.628
2018-05-17,sz.000733,14.08,1.5601909999999999,0,14.25,1.5790282000000002,振华科技,469342218.0,6688126606.5
2018-05-24,sz.000733,14.78,1.637757,0,14.964000000000002,1.6581456,振华科技,469342218.0,7023236950.152001
2018-05-31,sz.000733,13.79,1.5280559999999999,0,13.951999999999998,1.5460068,振华科技,469342218.0,6548262625.535999
2018-06-07,sz.000733,13.48,1.4937049999999998,0,13.558000000000002,1.502348,振华科技,469342218.0,6363341791.644001
2018-06-14,sz.000733,13.23,1.4660030000000002,0,13.064000000000002,1.4476086000000001,振华科技,469342218.0,6131486735.952001
2018-06-22,sz.000733,12.22,1.3540860000000001,0,12.276,1.3602912,振华科技,469342218.0,5761645068.168
2018-06-29,sz.000733,13.31,1.474868,0,12.796,1.4179119999999998,振华科技,469342218.0,6005703021.528
2018-04-10,sz.000793,8.4,1.707396,0,8.4,1.707396,华闻集团,2001294740.0,16810875816.0
2018-04-17,sz.000793,8.4,1.707396,0,8.4,1.707396,华闻集团,2001294740.0,16810875816.0
2018-04-24,sz.000793,8.4,1.707396,0,8.4,1.707396,华闻集团,2001294740.0,16810875816.0
2018-05-03,sz.000793,8.4,1.702093,0,8.4,1.7052747999999998,华闻集团,2001294740.0,16810875816.0
2018-05-10,sz.000793,8.4,1.702093,0,8.4,1.702093,华闻集团,2001294740.0,16810875816.0
2018-05-17,sz.000793,8.4,1.702093,0,8.4,1.702093,华闻集团,2001294740.0,16810875816.0
2018-05-24,sz.000793,8.4,1.702093,0,8.4,1.702093,华闻集团,2001294740.0,16810875816.0
2018-05-31,sz.000793,8.4,1.702093,0,8.4,1.702093,华闻集团,2001294740.0,16810875816.0
2018-06-07,sz.000793,8.4,1.702093,0,8.4,1.702093,华闻集团,2001294740.0,16810875816.0
2018-06-14,sz.000793,8.4,1.702093,0,8.4,1.702093,华闻集团,2001294740.0,16810875816.0
2018-06-22,sz.000793,8.4,1.702093,0,8.4,1.702093,华闻集团,2001294740.0,16810875816.0
2018-06-29,sz.000793,8.4,1.702093,0,8.4,1.702093,华闻集团,2001294740.0,16810875816.0
2018-04-10,sz.000836,4.62,3.2016240000000002,0,4.6880000000000015,3.2487470000000003,富通鑫茂,1208455224.0,5665238090.112001
2018-04-17,sz.000836,4.36,2.986399,0,4.582,3.1460472000000004,富通鑫茂,1208455224.0,5537141836.368
2018-04-24,sz.000836,4.22,2.8905060000000002,0,4.27,2.9247534,富通鑫茂,1208455224.0,5160103806.48
2018-05-03,sz.000836,4.32,2.924284,0,4.418,3.0123684000000006,富通鑫茂,1208455224.0,5338955179.632
2018-05-10,sz.000836,4.67,3.161205,0,4.558,3.0853903999999996,富通鑫茂,1208455224.0,5508138910.992
2018-05-17,sz.000836,5.06,3.4252029999999998,0,4.798,3.2478508000000006,富通鑫茂,1208455224.0,5798168164.752
2018-05-24,sz.000836,5.13,3.4725870000000003,0,5.183999999999998,3.5091412,富通鑫茂,1208455224.0,6264631881.215998
2018-05-31,sz.000836,4.57,3.093514,0,4.81,3.255974,富通鑫茂,1208455224.0,5812669627.44
2018-06-07,sz.000836,4.99,3.377819,0,4.792,3.2437892,富通鑫茂,1208455224.0,5790917433.408
2018-06-14,sz.000836,5.13,3.4725870000000003,0,5.0520000000000005,3.4197878000000004,富通鑫茂,1208455224.0,6105115791.648001
2018-06-22,sz.000836,4.8,3.249205,0,4.7440000000000015,3.2112974000000003,富通鑫茂,1208455224.0,5732911582.656002
2018-06-29,sz.000836,4.72,3.195051,0,4.726,3.1991126,富通鑫茂,1208455224.0,5711159388.624
2018-04-10,sz.000917,7.48,0.9862780000000001,0,7.547999999999999,0.9952442,电广传媒,1417556338.0,10699715239.223999
2018-04-17,sz.000917,6.7,0.883431,0,7.1480000000000015,0.9425022,电广传媒,1417556338.0,10132692704.024002
2018-04-24,sz.000917,6.76,0.891342,0,6.726000000000001,0.8868590000000001,电广传媒,1417556338.0,9534483929.388
2018-05-03,sz.000917,6.68,0.953443,0,6.6339999999999995,0.9036360000000001,电广传媒,1417556338.0,9404068746.292
2018-05-10,sz.000917,7.0,0.999117,0,6.914,0.986842,电广传媒,1417556338.0,9800984520.932
2018-05-17,sz.000917,7.06,1.007681,0,7.106,1.0142466,电广传媒,1417556338.0,10073155337.828
2018-05-24,sz.000917,6.98,0.9962620000000001,0,7.081999999999999,1.0108208,电广传媒,1417556338.0,10039133985.715998
2018-05-31,sz.000917,6.59,0.9405969999999999,0,6.7780000000000005,0.9674306,电广传媒,1417556338.0,9608196858.964
2018-06-07,sz.000917,6.69,0.9548700000000001,0,6.608,0.9431664000000001,电广传媒,1417556338.0,9367212281.504
2018-06-14,sz.000917,6.81,0.9719979999999999,0,6.836,0.975709,电广传媒,1417556338.0,9690415126.568
2018-06-22,sz.000917,5.86,0.836404,0,6.151999999999999,0.8780811999999999,电广传媒,1417556338.0,8720806591.376
2018-06-29,sz.000917,5.76,0.822131,0,5.727999999999999,0.8175633999999998,电广传媒,1417556338.0,8119762704.063998
2018-04-10,sz.000938,75.15,3.173477,0,77.77199999999999,3.2842006,紫光股份,1042303162.0,81062001515.064
2018-04-17,sz.000938,73.11,3.0873310000000003,0,73.916,3.1213672000000003,紫光股份,1042303162.0,77042880522.392
2018-04-24,sz.000938,74.3,3.1375830000000002,0,76.014,3.2099626,紫光股份,1042303162.0,79229632556.26799
2018-05-03,sz.000938,71.84,2.9458740000000003,0,73.50399999999998,3.0330277999999997,紫光股份,1042303162.0,76613451619.64798
2018-05-10,sz.000938,70.97,2.910199,0,72.428,2.9699856,紫光股份,1042303162.0,75491933417.336
2018-05-17,sz.000938,71.23,2.92086,0,70.906,2.9075742,紫光股份,1042303162.0,73905548004.772
2018-05-24,sz.000938,74.0,3.034447,0,73.112,2.9980336000000003,紫光股份,1042303162.0,76204868780.144
2018-05-31,sz.000938,67.3,2.759706,0,68.35,2.8027626000000003,紫光股份,1042303162.0,71241421122.7
2018-06-07,sz.000938,67.09,2.7510950000000003,0,66.82000000000001,2.7400234,紫光股份,1042303162.0,69646697284.84001
2018-06-14,sz.000938,65.59,2.6895860000000003,0,65.67399999999999,2.6930306,紫光股份,1042303162.0,68452217861.18799
2018-06-22,sz.000938,58.21,2.386961,0,59.49400000000001,2.4396132,紫光股份,1042303162.0,62010784320.02801
2018-06-29,sz.000938,62.6,2.5669779999999998,0,59.54600000000001,2.4417456000000004,紫光股份,1042303162.0,62064984084.452
2018-04-10,sz.002073,7.44,1.513616,0,7.517999999999999,1.5294851999999999,软控股份,935444674.0,7032673059.131999
2018-04-17,sz.002073,7.11,1.44648,0,7.308,1.4867618,软控股份,935444674.0,6836229677.592
2018-04-24,sz.002073,7.37,1.499193,0,7.3,1.4850624,软控股份,935444674.0,6828746120.2
2018-05-03,sz.002073,7.38,1.501227,0,7.386,1.5024476,软控股份,935444674.0,6909194362.1640005
2018-05-10,sz.002073,7.51,1.527671,0,7.476000000000001,1.520755,软控股份,935444674.0,6993384382.824
2018-05-17,sz.002073,7.23,1.4707139999999999,0,7.2860000000000005,1.4821053999999998,软控股份,935444674.0,6815649894.764001
2018-05-24,sz.002073,7.49,1.523603,0,7.504,1.5264508000000003,软控股份,935444674.0,7019576833.695999
2018-05-31,sz.002073,6.99,1.421894,0,7.192,1.4629843999999999,软控股份,935444674.0,6727718095.408
2018-06-07,sz.002073,6.74,1.371039,0,6.922000000000001,1.4080614,软控股份,935444674.0,6475148033.428
2018-06-14,sz.002073,6.48,1.318151,0,6.496,1.3214054000000002,软控股份,935444674.0,6076648602.304001
2018-06-22,sz.002073,5.54,1.126937,0,5.774,1.1745373999999995,软控股份,935444674.0,5401257547.676
2018-06-29,sz.002073,5.75,1.169655,0,5.57,1.1330399999999998,软控股份,935444674.0,5210426834.18
2018-04-10,sz.002093,8.9,3.058247,0,8.972000000000001,3.0829876,国脉科技,1007500000.0,9039290000.000002
2018-04-17,sz.002093,9.37,3.21975,0,9.618,3.3049684,国脉科技,1007500000.0,9690135000.0
2018-04-24,sz.002093,10.1,3.470595,0,9.67,3.3228367999999997,国脉科技,1007500000.0,9742525000.0
2018-05-03,sz.002093,9.75,3.2069669999999997,0,9.764,3.2833803999999995,国脉科技,1007500000.0,9837230000.0
2018-05-10,sz.002093,9.63,3.167497,0,9.822000000000001,3.2306492,国脉科技,1007500000.0,9895665000.000002
2018-05-17,sz.002093,9.43,3.101713,0,9.384,3.0865826000000003,国脉科技,1007500000.0,9454380000.0
2018-05-24,sz.002093,9.45,3.108291,0,9.618,3.1635496,国脉科技,1007500000.0,9690135000.0
2018-05-31,sz.002093,8.63,2.838577,0,8.874,2.9188336,国脉科技,1007500000.0,8940555000.0
2018-06-07,sz.002093,8.89,2.924096,0,8.756,2.8800209999999997,国脉科技,1007500000.0,8821670000.0
2018-06-14,sz.002093,8.32,2.736612,0,8.464,2.7839766000000004,国脉科技,1007500000.0,8527480000.0
2018-06-22,sz.002093,7.34,2.414271,0,7.6160000000000005,2.5050524,国脉科技,1007500000.0,7673120000.000001
2018-06-29,sz.002093,7.71,2.535971,0,7.452000000000001,2.4511096,国脉科技,1007500000.0,7507890000.000001
2018-04-10,sz.002115,8.11,4.8748,0,8.262,4.9661652,三维通信,553925798.0,4576534943.076
2018-04-17,sz.002115,8.08,2.435892,0,8.222000000000001,4.4579468,三维通信,553925798.0,4554377911.156001
2018-04-24,sz.002115,8.38,2.526334,0,8.17,2.4630246,三维通信,553925798.0,4525573769.66
2018-05-03,sz.002115,8.79,2.256193,0,8.656,2.4535652000000003,三维通信,553925798.0,4794781707.488
2018-05-10,sz.002115,8.9,2.2844279999999997,0,8.863999999999999,2.2751876,三维通信,553925798.0,4909998273.471999
2018-05-17,sz.002115,8.86,2.274161,0,8.834,2.2674872,三维通信,553925798.0,4893380499.532
2018-05-24,sz.002115,10.39,2.666877,0,9.696000000000002,2.4887428,三维通信,553925798.0,5370864537.408001
2018-05-31,sz.002115,9.43,2.420467,0,9.756,2.5041434,三维通信,553925798.0,5404100085.288
2018-06-07,sz.002115,9.06,2.325496,0,9.526,2.4451076,三维通信,553925798.0,5276697151.748
2018-06-14,sz.002115,8.41,2.158656,0,8.878,2.2787808000000003,三维通信,553925798.0,4917753234.644
2018-06-22,sz.002115,7.72,1.9815490000000002,0,7.67,1.9687148,三维通信,553925798.0,4248610870.66
2018-06-29,sz.002115,8.17,2.097053,0,7.892,2.0256968,三维通信,553925798.0,4371582397.816
2018-04-10,sz.002148,7.73,3.651333,0,7.980000000000001,3.7694227999999996,北纬科技,567351127.0,4527461993.460001
2018-04-17,sz.002148,8.13,3.8402760000000002,0,7.9639999999999995,3.7618646,北纬科技,567351127.0,4518384375.4279995
2018-04-24,sz.002148,8.69,4.1047970000000005,0,8.388,3.9621447999999995,北纬科技,567351127.0,4758941253.276
2018-05-03,sz.002148,7.52,3.474563,0,8.085999999999999,3.788401,北纬科技,567351127.0,4587601212.921999
2018-05-10,sz.002148,7.52,3.474563,0,7.494,3.46255,北纬科技,567351127.0,4251729345.738
2018-05-17,sz.002148,7.1,3.2805050000000002,0,7.234,3.3424187999999995,北纬科技,567351127.0,4104218052.718
2018-05-24,sz.002148,7.29,3.368293,0,7.273999999999999,3.3609004000000002,北纬科技,567351127.0,4126912097.7979994
2018-05-31,sz.002148,6.52,3.01252,0,6.858000000000001,3.1686906000000006,北纬科技,567351127.0,3890894028.966001
2018-06-07,sz.002148,6.47,2.989418,0,6.532000000000001,3.0180644,北纬科技,567351127.0,3705937561.5640006
2018-06-14,sz.002148,6.11,2.823082,0,6.25,2.8877684,北纬科技,567351127.0,3545944543.75
2018-06-22,sz.002148,5.18,2.393383,0,5.377999999999999,2.4848672,北纬科技,567351127.0,3051214361.0059996
2018-06-29,sz.002148,5.8,2.6798490000000004,0,5.4239999999999995,2.5061210000000003,北纬科技,567351127.0,3077312512.8479996
2018-04-10,sz.002151,34.28,4.079345,0,32.282,3.8415816,北斗星通,513240215.0,16568420620.629997
2018-04-17,sz.002151,32.78,3.900844,0,32.816,3.905128,北斗星通,513240215.0,16842490895.44
2018-04-24,sz.002151,33.61,3.975918,0,33.82000000000001,4.0055754,北斗星通,513240215.0,17357784071.300003
2018-05-03,sz.002151,31.57,3.744685,0,32.106,3.8061266000000002,北斗星通,513240215.0,16478090342.79
2018-05-10,sz.002151,30.42,3.6082769999999997,0,31.126,3.692019600000001,北斗星通,513240215.0,15975114932.09
2018-05-17,sz.002151,30.05,3.564389,0,30.3,3.5940431999999998,北斗星通,513240215.0,15551178514.5
2018-05-24,sz.002151,29.85,3.5406660000000003,0,29.828000000000007,3.5380568,北斗星通,513240215.0,15308929133.020004
2018-05-31,sz.002151,27.78,3.2951330000000003,0,28.174,3.3418672000000003,北斗星通,513240215.0,14460029817.41
2018-06-07,sz.002151,28.32,3.3591849999999996,0,28.33,3.3603712000000003,北斗星通,513240215.0,14540095290.949999
2018-06-14,sz.002151,27.35,3.244128,0,27.854000000000006,3.3039103999999995,北斗星通,513240215.0,14295792948.610003
2018-06-22,sz.002151,24.81,2.942845,0,25.092,2.9762946,北斗星通,513240215.0,12878223474.779999
2018-06-29,sz.002151,25.7,3.048413,0,25.14,2.9819883999999997,北斗星通,513240215.0,12902859005.1
2018-04-10,sz.002152,7.1,1.939632,0,7.081999999999999,1.9347142,广电运通,2428885725.0,17201368704.449997
2018-04-17,sz.002152,7.49,2.046175,0,7.480000000000001,2.0434430000000003,广电运通,2428885725.0,18168065223.000004
2018-04-24,sz.002152,7.9,2.158182,0,7.824,2.1374193999999997,广电运通,2428885725.0,19003601912.4
2018-05-03,sz.002152,7.48,2.047584,0,7.580000000000001,2.074958,广电运通,2428885725.0,18410953795.500004
2018-05-10,sz.002152,7.52,2.058533,0,7.56,2.0694830000000004,广电运通,2428885725.0,18362376081.0
2018-05-17,sz.002152,7.41,2.028422,0,7.358,2.0141872,广电运通,2428885725.0,17871741164.55
2018-05-24,sz.002152,7.58,2.074958,0,7.57,2.0722204,广电运通,2428885725.0,18386664938.25
2018-05-31,sz.002152,7.29,1.995573,0,7.44,2.0366342000000004,广电运通,2428885725.0,18070909794.0
2018-06-07,sz.002152,7.22,1.9764110000000001,0,7.358,2.0141869999999997,广电运通,2428885725.0,17871741164.55
2018-06-14,sz.002152,6.98,1.910713,0,7.06,1.9326126000000001,广电运通,2428885725.0,17147933218.5
2018-06-22,sz.002152,5.66,1.549375,0,6.0280000000000005,1.6501118000000001,广电运通,2428885725.0,14641323150.300001
2018-06-29,sz.002152,5.88,1.6095979999999999,0,5.736000000000001,1.5701791999999999,广电运通,2428885725.0,13932088518.600002
2018-04-10,sz.002181,4.35,1.354373,0,4.345999999999999,1.3531276,粤传媒,1161058174.0,5045958824.2039995
2018-04-17,sz.002181,5.3,1.6501549999999998,0,4.6480000000000015,1.4471548,粤传媒,1161058174.0,5396598392.752002
2018-04-24,sz.002181,6.01,1.781327,0,5.6979999999999995,1.7239098000000002,粤传媒,1161058174.0,6615709475.452
2018-05-03,sz.002181,5.67,1.6823119999999998,0,5.984,1.7743186000000002,粤传媒,1161058174.0,6947772113.216
2018-05-10,sz.002181,5.57,1.6526419999999997,0,5.608,1.6639166,粤传媒,1161058174.0,6511214239.792
2018-05-17,sz.002181,5.15,1.528026,0,5.234,1.5529492,粤传媒,1161058174.0,6076978482.716
2018-05-24,sz.002181,5.41,1.605169,0,5.272,1.564224,粤传媒,1161058174.0,6121098693.328
2018-05-31,sz.002181,5.34,1.5844,0,5.534,1.6419606000000002,粤传媒,1161058174.0,6425295934.915999
2018-06-07,sz.002181,4.78,1.418246,0,4.87,1.444949,粤传媒,1161058174.0,5654353307.38
2018-06-14,sz.002181,4.75,1.4093440000000002,0,4.8599999999999985,1.4419818000000002,粤传媒,1161058174.0,5642742725.639998
2018-06-22,sz.002181,4.13,1.225388,0,4.352,1.2912563999999997,粤传媒,1161058174.0,5052925173.248
2018-06-29,sz.002181,4.11,1.219454,0,4.07,1.2075858,粤传媒,1161058174.0,4725506768.18
2018-04-10,sz.002195,5.63,2.6258790000000003,0,5.7139999999999995,2.665057,二三四五,3415666248.0,19517116941.072
2018-04-17,sz.002195,6.3,2.938372,0,6.08,2.8357622000000005,二三四五,3415666248.0,20767250787.84
2018-04-24,sz.002195,7.13,3.089865,0,6.614,2.9518426,二三四五,3415666248.0,22591216564.272
2018-05-03,sz.002195,7.15,3.098532,0,7.274000000000001,3.1522686,二三四五,3415666248.0,24845556287.952003
2018-05-10,sz.002195,6.88,2.9815240000000003,0,6.846000000000001,2.9667902,二三四五,3415666248.0,23383651133.808002
2018-05-17,sz.002195,7.07,3.063863,0,6.8519999999999985,2.9693904,二三四五,3415666248.0,23404145131.295994
2018-05-24,sz.002195,6.71,2.907853,0,6.888,2.9849912,二三四五,3415666248.0,23527109116.224
2018-05-31,sz.002195,5.94,2.5741650000000003,0,5.954,2.5802322,二三四五,3415666248.0,20336876840.592
2018-06-07,sz.002195,5.77,2.5004939999999998,0,5.8660000000000005,2.5420962000000005,二三四五,3415666248.0,20036298210.768
2018-06-14,sz.002195,5.48,2.372315,0,5.568,2.411434,二三四五,3415666248.0,19018429668.864
2018-06-22,sz.002195,3.96,2.2285909999999998,0,4.726000000000001,2.2505824,二三四五,3415666248.0,16142438688.048002
2018-06-29,sz.002195,4.28,2.4086790000000002,0,4.074,2.2927473999999997,二三四五,3415666248.0,13915424294.352
2018-04-10,sz.300017,14.31,4.505479,0,14.517999999999999,4.5709672,网宿科技,2432161245.0,35310116954.909996
2018-04-17,sz.300017,14.33,4.383319,0,14.296,4.4486664000000005,网宿科技,2432161245.0,34770177158.52
2018-04-24,sz.300017,13.73,4.199789,0,14.19,4.340495400000001,网宿科技,2432161245.0,34512368066.549995
2018-05-03,sz.300017,13.36,3.975257,0,13.29,3.9768326,网宿科技,2432161245.0,32323422946.05
2018-05-10,sz.300017,13.41,3.990849,0,13.456,4.0042788,网宿科技,2432161245.0,32727161712.719997
2018-05-17,sz.300017,12.13,3.610092,0,12.542000000000002,3.7326172,网宿科技,2432161245.0,30504166334.790005
2018-05-24,sz.300017,11.43,3.402114,0,12.078,3.5949898,网宿科技,2432161245.0,29375643517.109997
2018-05-31,sz.300017,11.01,3.2771019999999997,0,11.224,3.3407986000000003,网宿科技,2432161245.0,27298577813.88
2018-06-07,sz.300017,11.23,3.3425849999999997,0,11.212,3.3372268,网宿科技,2432161245.0,27269391878.94
2018-06-14,sz.300017,10.29,3.062796,0,10.934000000000001,3.254481,网宿科技,2432161245.0,26593251052.83
2018-06-22,sz.300017,9.84,2.929448,0,9.79,2.914255,网宿科技,2432161245.0,23810858588.55
2018-06-29,sz.300017,10.71,3.188654,0,10.174,3.029039,网宿科技,2432161245.0,24744808506.629997
2018-04-10,sz.300027,9.27,2.662161,0,9.323999999999998,2.6776686,华谊兄弟,2774505919.0,25869493188.755993
